propname,cssaproptype,proptype,proptypelong,state,msa_category,year_built,sqft
Property20734,RT,Retail,Shadow Anchored,AZ,Top 25,2007.0,44674.0
Property14147,RT,Retail,Anchored,AZ,Top 25,1998.0,113306.0
Property2882,OF,Office,Suburban,AZ,Top 25,2002.0,49898.0
Property3569,OF,Office,Office,VA,26-50,1986.0,192800.0
Property24171,RT,Retail,Unanchored,AZ,Top 25,2006.0,42701.0
Property14148,RT,Retail,Anchored,NV,26-50,1999.0,115711.0
Property301,IN,Industrial,Light Manufacturing,CA,LA,1963.0,140992.0
Property7670,MF,Multifamily,Conventional,NY,26-50,1971.0,
Property15733,IN,Industrial,Flex,CA,LA,1966.0,182873.0
Property19928,MU,Mixed Use,Office/Retail,CA,LA,1988.0,30135.0
Property29671,RT,Retail,Shadow Anchored,IL,Top 25,2005.0,21772.0
Property20304,IN,Industrial,Flex,CA,San Fran,1956.0,666589.0
Property2708,SS,Self Storage,Self Storage,CA,San Fran,1975.0,32014.0
Property7783,OF,Office,Suburban,TX,Top 25,1983.0,78503.0
Property8196,IN,Industrial,Warehouse,CA,LA,1999.0,46297.0
Property20016,MF,Multifamily,Conventional,TX,51-100,1976.0,
Property11368,RT,Retail,Regional Mall,MN,Other,1969.0,603187.0
Property23508,SS,Self Storage,Self Storage,AZ,Top 25,1987.0,41610.0
Property7560,MF,Multifamily,Garden,OK,Other,1996.0,
Property19674,MF,Multifamily,Conventional,CA,Top 25,1982.0,
Property5254,SS,Self Storage,Self Storage,FL,Top 25,2001.0,
Property26854,OF,Office,General Suburban,AZ,Top 25,2006.0,599677.0
Property12322,MU,Mixed Use,Office/Industrial,CA,Other,2001.0,37394.0
Property885,SS,Self Storage,Self Storage,FL,51-100,2010.0,120829.0
Property9246,OF,Office,Flex,CA,LA,1980.0,191675.0
Property4815,RT,Retail,Anchored,FL,26-50,1985.0,171550.0
Property5989,RT,Retail,Shadow Anchored,FL,26-50,2003.0,9734.0
Property3663,OF,Office,Suburban,CA,26-50,1981.0,62158.0
Property23517,RT,Retail,Free Standing,CA,LA,1922.0,14454.0
Property29291,MF,Multifamily,Multifamily,CO,Top 25,1986.0,
Property15581,MF,Multifamily,Manufactured Housing,OH,26-50,1946.0,
Property17772,MF,Multifamily,Conventional,TX,Other,1981.0,
Property7689,MF,Multifamily,Garden,OH,26-50,1979.0,
Property34320,MF,Multifamily,Conventional,MI,Other,1979.0,
Property27219,OF,Office,Suburban,CA,26-50,1990.0,349778.0
Property28077,MF,Multifamily,Garden,KY,26-50,1988.0,
Property32190,IN,Industrial,Warehouse,MN,Top 25,2003.0,30032.0
Property2226,MH,Manufactured Housing,Manufactured Housing,MN,Top 25,1956.0,
Property25479,MH,Manufactured Housing,Manufactured Housing,IN,Other,1964.0,
Property17792,RT,Retail,Anchored,MN,Top 25,1975.0,184875.0
Property19755,MH,Manufactured Housing,Manufactured Housing Community,CA,Top 25,1966.0,
Property9858,MF,Multifamily,Conventional,TN,Other,1995.0,89715.0
Property20180,MF,Multifamily,Multifamily,GA,Other,1984.0,
Property13329,RT,Retail,Shadow Anchored,CA,26-50,2001.0,11198.0
Property15745,RT,Retail,Unanchored,IL,Top 25,2008.0,5445.0
Property1523,RT,Retail,Unanchored,IL,Top 25,2004.0,5482.0
Property34103,LO,Hospitality,Limited Service,WI,Other,1999.0,
Property22441,MF,Multifamily,Garden,MA,Boston,1988.0,
Property19276,MF,Multifamily,Manufactured Housing,NY,51-100,1988.0,
Property37384,OF,Office,Medical,VA,26-50,2004.0,19006.0
Property32398,RT,Retail,Unanchored,NE,51-100,1987.0,23108.0
Property28572,MF,Multifamily,Garden,TX,Top 25,1982.0,
Property32490,MF,Multifamily,Multifamily,TX,Top 25,1983.0,
Property15357,IN,Industrial,Flex,TN,26-50,2001.0,72863.0
Property861,OF,Office,Suburban,IN,26-50,2004.0,57176.0
Property35831,OF,Office,Suburban,IN,26-50,1995.0,82780.0
Property16205,IN,Industrial,Flex,MO,Top 25,1995.0,52226.0
Property33195,MF,Multifamily,Manufactured Housing,CA,Other,1968.0,
Property24802,SS,Self Storage,Self Storage,OK,26-50,2005.0,49395.0
Property36793,MH,Manufactured Housing,Manufactured Housing Community,FL,Other,1986.0,
Property22131,RT,Retail,Unanchored,FL,Other,1978.0,8843.0
Property21169,MF,Multifamily,Garden,OH,26-50,2005.0,
Property18712,MF,Multifamily,Conventional,VA,Top 25,2004.0,
Property28616,MF,Multifamily,Conventional,VA,Top 25,2005.0,
Property4512,MH,Manufactured Housing,Manufactured Housing Community,CA,Top 25,1963.0,
Property13308,MH,Mobile Home Park,Mobile Home Park,CA,Top 25,1965.0,
Property17602,MH,Mobile Home Park,Mobile Home Park,CA,51-100,1976.0,
Property18570,RT,Retail,Unanchored,GA,Top 25,2005.0,18145.0
Property22673,RT,Retail,Anchored,TX,Other,2003.0,13481.0
Property27384,SS,Self Storage,,CO,Top 25,1994.0,92274.0
Property37001,OF,Office,Flex,CO,Top 25,2003.0,129183.0
Property25382,OF,Office,Suburban,CO,Top 25,2000.0,180276.0
Property17313,RT,Retail,Anchored,CO,Top 25,1996.0,466133.0
Property17564,RT,Retail,Anchored,CO,Top 25,1978.0,213519.0
Property33570,RT,Retail,Anchored,CO,Top 25,1990.0,192069.0
Property36855,OF,Office,Medical,CO,Top 25,1996.0,60339.0
Property3486,IN,Industrial,Flex,CO,Other,1983.0,129431.0
Property10414,RT,Retail,Anchored,CO,Other,2001.0,76885.0
Property11885,IN,Industrial,Flex,CO,Top 25,1985.0,144274.0
Property16456,OF,Office,Suburban,CO,Top 25,2000.0,79193.0
Property17492,RT,Retail,Shadow Anchored,CO,Top 25,1980.0,87875.0
Property5001,OF,Office,Suburban,CA,26-50,1980.0,75443.0
Property170,MF,Multifamily,Conventional,GA,Other,1991.0,
Property26704,MF,Multifamily,Garden,TX,Top 25,1980.0,63304.0
Property675,IN,Industrial,Flex,CA,LA,1973.0,182347.0
Property8642,MF,Multifamily,Conventional,MD,Top 25,2001.0,
Property27955,MF,Multifamily,Garden,IN,26-50,1989.0,
Property21638,MF,Multifamily,Conventional,IN,Other,1990.0,
Property4322,MF,Multifamily,Multifamily,PA,Top 25,1966.0,
Property11615,MH,Manufactured Housing,Manufactured Housing,FL,Top 25,1990.0,
Property14135,MF,Multifamily,Conventional,WA,Top 25,1987.0,
Property5820,RT,Retail,Anchored,TX,Top 25,1999.0,139717.0
Property23463,RT,Retail,Shadow Anchored,MI,Top 25,1994.0,22963.0
Property30885,MF,Multifamily,Conventional,AL,Other,1996.0,
Property942,MF,Multifamily,Garden,TX,26-50,1983.0,69744.0
Property14855,MF,Multifamily,Garden,MI,Other,1998.0,
Property14814,MF,Multifamily,Garden,CA,51-100,1979.0,138187.0
Property29498,RT,Retail,Unanchored,GA,Top 25,2006.0,12087.0
Property37404,RT,Retail,Shadow Anchored,OH,26-50,2004.0,9817.0
Property27140,RT,Retail - Unanchored,Shadow Anchored,MI,Other,1986.0,27812.0
Property7210,MF,Multifamily,Conventional,AL,Other,1987.0,
Property17901,IN,Industrial,,KY,26-50,2006.0,33186.0
Property36109,MF,Multifamily,Garden,GA,Top 25,2000.0,
Property10709,RT,Retail,,MI,Top 25,1993.0,51978.0
Property13229,MF,Multifamily,Conventional,VA,26-50,1981.0,
Property2158,MF,Multifamily,Garden,NC,Top 25,1982.0,166061.0
Property7167,MF,Multifamily,Garden,MO,Other,1980.0,
Property20334,MH,Manufactured Housing,Manufactured Housing,MI,Other,1996.0,
Property27075,MF,Multifamily,Garden,TX,Top 25,1976.0,
Property9033,MF,Multifamily,Multifamily,VA,Other,1967.0,
Property5497,RT,Anchored Retail,Free Standing,TX,26-50,1995.0,182039.0
Property2438,MF,Multifamily,Garden,IL,Top 25,1970.0,
Property33905,MF,Multifamily,Garden,TX,26-50,1982.0,
Property1325,MF,Multifamily,Family,IN,Other,2003.0,
Property24047,MF,Multifamily,Conventional,VA,Top 25,2000.0,
Property34402,MF,Multifamily,Conventional,WI,26-50,2004.0,
Property15373,MF,Multifamily,Garden,TN,26-50,1988.0,
Property2730,MF,Multifamily,Conventional,SC,51-100,1999.0,
Property32584,MF,Multifamily,Garden,TX,Top 25,1980.0,
Property36229,MF,Multifamily,,GA,Top 25,1989.0,
Property28883,MF,Multifamily,Conventional,TX,Top 25,1986.0,
Property31128,MF,Multifamily,Garden,OH,26-50,1989.0,
Property4596,MF,Multifamily,Conventional,OH,51-100,2003.0,
Property26472,MF,Multifamily,Garden Style,OH,26-50,1988.0,
Property28327,MF,Multifamily,Garden,TX,26-50,1986.0,
Property23403,MF,Multifamily,Garden Style,TX,Other,1977.0,
Property15157,MF,Multifamily,Garden,AL,Other,1987.0,
Property30877,MF,Multifamily,Garden,TX,Top 25,1984.0,
Property4104,MF,Multifamily,Garden,IN,26-50,2013.0,
Property17351,OF,Office,Suburban,CA,LA,1999.0,12740.0
Property28624,RT,Retail,Shadow Anchored,TX,Top 25,1982.0,50965.0
Property18597,MF,Multifamily,Garden,TX,Top 25,1996.0,
Property20105,RT,Retail,Shadow Anchored,TX,Top 25,2004.0,17376.0
Property6428,IN,Industrial,Flex,MD,Top 25,1988.0,226537.0
Property4703,RT,Retail,Anchored,MD,Top 25,1952.0,91436.0
Property9521,RT,Retail,Anchored,MD,Top 25,1957.0,94997.0
Property19345,RT,Retail,Anchored,MN,Other,1970.0,4811.0
Property3296,OT,Other,Parking Garage,RI,Other,1986.0,208307.0
Property26122,MU,Mixed Use,Retail/Office,NC,Top 25,2000.0,60718.0
