loan_id,propname,linear_severity,hurdle_severity,selected_model
33489,Property7301,0.3690713002996762,0.3647356175254893,hurdle_current_state
69533,Property36549,-0.04267384600129205,0.00018930333439233602,hurdle_current_state
40263,Property13959,-0.005385803002661366,0.0017286097644646484,hurdle_current_state
41781,Property19844,0.3880378269050415,0.3887036735772644,hurdle_current_state
19969,Property20939,-0.00024229177054246875,0.003740489786457165,hurdle_current_state
24117,Property2408,0.03216780430452448,0.0026620011622079482,hurdle_current_state
4199,Property25428,-0.050996674447509494,0.00021793071263996944,hurdle_current_state
43125,Property14844,0.017116228144748516,0.0006847556265947301,hurdle_current_state
84353,Property27649,-0.011811539525714662,0.0008992695172088926,hurdle_current_state
50271,Property22317,0.009814779924654918,0.00035135750496215564,hurdle_current_state
78480,Property6321,0.02462341065913619,0.018455877145874995,hurdle_current_state
50238,Property22887,0.0037607053083966863,0.01379708823829541,hurdle_current_state
70632,Property13428,0.04801276044711745,0.05375299393020248,hurdle_current_state
70025,Property36136,0.019812833334470793,0.0020985473448448533,hurdle_current_state
9382,Property13458,0.023006898814908777,0.004086843142475369,hurdle_current_state
26806,Property503,-0.045617192639561044,0.0005521232762789915,hurdle_current_state
87866,Property5754,0.017042779658913543,0.0009873413552536387,hurdle_current_state
29046,Property29458,0.047118506335733966,0.004642452629611779,hurdle_current_state
12773,Property15475,0.05995433582588239,0.03225987269590951,hurdle_current_state
27000,Property1165,0.019069270267843885,0.001175623879189002,hurdle_current_state
35802,Property27249,-0.018590458213973718,0.0003654548944341568,hurdle_current_state
72493,Property10785,0.016309697321101546,0.010074788735732065,hurdle_current_state
42670,Property2410,-0.04096193072278406,0.0011226584298242837,hurdle_current_state
193111,Property8696,0.017829030099699036,0.0036771926485101906,hurdle_current_state
48424,Property7216,0.3497772001668805,0.39399022480445467,hurdle_current_state
24460,Property27937,-0.004635906316985447,0.001141057722470041,hurdle_current_state
85816,Property20121,0.0009609880405526128,0.00028311962487600085,hurdle_current_state
436,Property20034,0.007737324310208515,0.0016508880579120424,hurdle_current_state
20070,Property13917,-0.01844135869293971,0.0006868775154547079,hurdle_current_state
11489,Property29385,0.0459345042164791,0.01830149826244119,hurdle_current_state
20004,Property35087,0.010444746113689313,0.002038723883963031,hurdle_current_state
16606,Property23724,-0.0077173654642156,0.0025679976650218226,hurdle_current_state
55988,Property17512,-0.005807073917962438,0.002474152261508984,hurdle_current_state
31085,Property18474,0.0010959557639733941,0.0017400580000851977,hurdle_current_state
44722,Property13133,0.024780645562262407,0.0037841090427004477,hurdle_current_state
32583,Property4806,0.008861648715662612,0.0009079482895481904,hurdle_current_state
305,Property6831,-0.017795634617244052,0.00043461199704448517,hurdle_current_state
29895,Property27854,0.036105191674720115,0.0029816706308503443,hurdle_current_state
38084,Property15443,-0.04536175364654932,0.00024134163749468918,hurdle_current_state
8045,Property18294,0.35508731082034745,0.4464131171294879,hurdle_current_state
15186,Property10894,-0.013828753222129023,0.00043635682434890765,hurdle_current_state
29319,Property4472,0.03000422969712005,0.0036614317866856248,hurdle_current_state
8148,Property10782,-0.01928972737443156,0.0004097752972835467,hurdle_current_state
77666,Property10580,0.045040037565399635,0.03256232438648193,hurdle_current_state
68781,Property3114,0.03767343694664339,0.007655922592964888,hurdle_current_state
25181,Property5597,0.04311656025865562,0.0204538010992038,hurdle_current_state
34674,Property3509,0.006502311063074848,0.0008020114962117923,hurdle_current_state
